Selection,Scenario name,vehYear,vehPtType,dragCoef,frontalAreaM2,gliderKg,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffMap,fcEffType,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,mcPwrOutPerc,maxMotorKw,motorSecsToPeakPwr,stopStart,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,mcEffMap
320,2022 Bugatti Chiron,2022,Conv,0.522082049,2.097872578,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,1118.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.01507915,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
321,2022 Ford Ranger 2WD,2022,Conv,0.463945335,2.857984929,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,201.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.005999413,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
322,2022 Acura RDX FWD,2022,Conv,0.393391619,2.694966223,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,200.056,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008348212,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
323,2022 Toyota Corolla Cross,2022,Conv,0.372279548,2.55499618,0,-0.53,0.59,2.6,0,1587.572,10000,1,10000,9.89,126.0232784,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007263807,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
324,2022 Cadillac XT6 FWD,2022,Conv,0.35741748,2.963077622,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,175.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008665964,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
325,2022 Audi RS 3,2022,Conv,0.399467561,2.222740071,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,299.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009690096,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
326,2022 Ferrari 812 Competizione,2022,Conv,0.520235574,2.029165297,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,610.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.01432779,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
327,2022 MINI Cooper S Countryman All4,2022,Conv,0.350554749,2.410271631,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,141.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011408976,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
328,2022 Chevrolet Silverado Cab Chassis 2WD,2022,Conv,0.425704187,3.361935212,0,-0.53,0.59,2.6,0,2494.756,10000,1,10000,9.89,265.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.005641732,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
329,2022 Volvo S60 B5,2022,Conv,0.306552311,2.247636795,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,184.1878684,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007743463,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
330,2022 Honda Civic 4Dr,2022,Conv,0.326678803,2.165647604,0,-0.53,0.59,2.6,0,1474.174,10000,1,10000,9.89,134.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008315466,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
331,2022 Nissan Altima,2022,Conv,0.288801536,2.266715144,0,-0.53,0.59,2.6,0,1587.572,10000,1,10000,9.89,140.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008522985,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
332,2022 Audi Q3 S line quattro,2022,Conv,0.396899755,2.5111253,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,171.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009354779,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
333,"2022 Mercedes-Benz Metris (Cargo Van, LWB)",2022,Conv,0.394456144,3.130011804,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,155.1055734,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008402434,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
334,2022 Dodge Challenger Widebody,2022,Conv,0.38933023,2.468970868,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,361.6644379,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010563782,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
335,2022 Ford Maverick AWD,2022,Conv,0.376042421,2.735140981,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,186.5,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.006822341,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
336,2022 Lincoln Aviator RWD,2022,Conv,0.358417623,3.038146182,0,-0.53,0.59,2.6,0,2381.358,10000,1,10000,9.89,298.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.006132701,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
337,2022 Chevrolet Spark ACTIV,2022,Conv,0.400176485,2.024992079,0,-0.53,0.59,2.6,0,1190.679,10000,1,10000,9.89,73.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008786838,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
338,2022 Volkswagen Atlas Cross Sport 4motion,2022,Conv,0.408984169,2.911238694,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,205.8131647,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009719652,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
339,2022 Dodge Durango AWD,2022,Conv,0.365656787,3.030282327,0,-0.53,0.59,2.6,0,2494.756,10000,1,10000,9.89,268.4519539,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009422294,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
340,2022 Mazda CX-5 4WD,2022,Conv,0.400363786,2.611721228,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,169.2738709,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.00890831,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
341,2022 Ford Transit Connect Wagon LWB FWD,2022,Conv,0.309251464,3.302139202,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,121.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.006549633,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
342,2022 Lamborghini Huracan Coupe,2022,Conv,0.517632312,1.915506814,0,-0.53,0.59,2.6,0,1757.669,10000,1,10000,9.89,451.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.015677919,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
343,2022 Porsche 911 Turbo Cabriolet,2022,Conv,0.449705566,2.107101915,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,427.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.013982678,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
344,2022 Genesis GV80 RWD,2022,Conv,0.412988926,2.879849079,0,-0.53,0.59,2.6,0,2267.96,10000,1,10000,9.89,224.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008513087,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
345,2022 Hyundai Elantra,2022,Conv,0.381144693,2.196192704,0,-0.53,0.59,2.6,0,1474.174,10000,1,10000,9.89,150.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010465054,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
346,2022 Mercedes-Benz AMG SL55 4matic Plus,2022,Conv,0.376431026,2.212134285,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,350.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011945732,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
347,2022 Nissan Sentra SR,2022,Conv,0.309351318,2.234947143,0,-0.53,0.59,2.6,0,1530.873,10000,1,10000,9.89,111.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.00929099,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
348,2022 Kia Sportage AWD,2022,Conv,0.44213993,2.594085134,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,135.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010787241,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
349,2022 Cadillac CT5 V,2022,Conv,0.429840855,2.299963787,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,498.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009939403,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
350,2022 Dodge Charger SRT Widebody,2022,Conv,0.411341264,2.473264731,0,-0.53,0.59,2.6,0,2267.96,10000,1,10000,9.89,534.6668082,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011314343,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
351,2022 Volkswagen Atlas Cross Sport,2022,Conv,0.40308083,2.911238694,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,205.8131647,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009011353,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
352,2022 Mercedes-Benz AMG GLC43 4matic  Coupe,2022,Conv,0.363884119,2.600665766,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,287.0944507,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011943507,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
353,2022 Acura MDX AWD,2022,Conv,0.414700167,2.884861327,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,216.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007505107,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
354,2022 Aston Martin Vantage V8,2022,Conv,0.479883017,2.105966756,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,375.0870356,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010197892,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
355,2022 Lexus LS 500,2022,Conv,0.341840219,2.33809855,0,-0.53,0.59,2.6,0,2267.96,10000,1,10000,9.89,310.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008337316,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
356,2022 Dodge Challenger SRT,2022,Conv,0.440819799,2.374533315,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,534.6668082,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009996305,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
