Selection,Scenario name,vehYear,vehPtType,dragCoef,frontalAreaM2,gliderKg,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffMap,fcEffType,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,mcPwrOutPerc,maxMotorKw,motorSecsToPeakPwr,stopStart,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,mcEffMap
98,2022 Chevrolet Silverado 2WD,2022,Conv,0.425704187,3.361935212,0,-0.53,0.59,2.6,0,2494.756,10000,1,10000,9.89,265.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.005641732,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
99,2022 Rolls-Royce Ghost Black Badge,2022,Conv,0.342497219,2.565733578,0,-0.53,0.59,2.6,0,2721.552,10000,1,10000,9.89,441.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010910042,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
100,2022 Porsche 911 Turbo,2022,Conv,0.44756916,2.107101915,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,427.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.013801228,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
101,2022 Mercedes-Benz G550,2022,Conv,0.59480839,3.166243668,0,-0.53,0.59,2.6,0,2721.552,10000,1,10000,9.89,310.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011169891,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
102,2022 Lamborghini Huracan Spyder,2022,Conv,0.517632312,1.915506814,0,-0.53,0.59,2.6,0,1757.669,10000,1,10000,9.89,473.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.015677919,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
103,2022 Infiniti QX50,2022,Conv,0.353190167,2.710891352,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,199.8475657,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008794491,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
104,2022 Lexus IS 350,2022,Conv,0.335663162,2.243227772,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,231.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011897777,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
105,2022 Chevrolet Trailblazer AWD,2022,Conv,0.381979707,2.565261966,0,-0.53,0.59,2.6,0,1587.572,10000,1,10000,9.89,116.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008299232,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
106,2022 Rolls-Royce Ghost,2022,Conv,0.342497224,2.565733578,0,-0.53,0.59,2.6,0,2721.552,10000,1,10000,9.89,420.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010910042,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
107,2022 Mazda 3 4-Door 2WD,2022,Conv,0.32639933,2.206063652,0,-0.53,0.59,2.6,0,1474.174,10000,1,10000,9.89,115.5834802,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008552748,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
108,2022 Toyota 4Runner 2WD,2022,Conv,0.478381764,2.972087604,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,201.42,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009271998,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
109,2022 Toyota RAV4,2022,Conv,0.346611786,2.682155926,0,-0.53,0.59,2.6,0,1644.271,10000,1,10000,9.89,151.377074,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007747661,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
110,2022 Land Rover Range Rover LWB,2022,Conv,0.402873092,3.147927575,0,-0.53,0.59,2.6,0,2721.552,10000,1,10000,9.89,298.4,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009692492,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
111,2022 Toyota Corolla APEX,2022,Conv,0.355342286,2.171965011,0,-0.53,0.59,2.6,0,1530.873,10000,1,10000,9.89,127.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.00915184,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
112,2022 Mercedes-Benz AMG GLA45 4matic,2022,Conv,0.398409347,2.474591825,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,284.8573511,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011134245,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
113,2022 Volvo V60CC T5 AWD,2022,Conv,0.369409241,2.363412047,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,186.424968,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009713499,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
114,2022 MINI JCW Countryman All4,2022,Conv,0.347863652,2.410271631,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,224.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011823238,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
115,2022 Bugatti Chiron Pur Sport,2022,Conv,0.554040636,2.097872578,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,1102.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.023737214,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
116,2022 Lincoln Corsair AWD,2022,Conv,0.371277117,2.611759615,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,187.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008228916,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
117,2022 Mercedes-Benz AMG GLA35 4matic,2022,Conv,0.375256708,2.4951563,0,-0.53,0.59,2.6,0,1814.368,10000,1,10000,9.89,225.2013613,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010161072,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
118,2022 Cadillac XT5 FWD,2022,Conv,0.376175393,2.714998764,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,175.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008901812,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
119,2022 GMC Sierra 4WD,2022,Conv,0.472557286,3.357482317,0,-0.53,0.59,2.6,0,2721.552,10000,1,10000,9.89,264.723,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.006747448,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
120,2022 Toyota Tundra 2WD,2022,Conv,0.397628167,3.430483462,0,-0.53,0.59,2.6,0,2494.756,10000,1,10000,9.89,290.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007945636,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
121,2022 Dodge Challenger SRT Widebody,2022,Conv,0.423874382,2.468970868,0,-0.53,0.59,2.6,0,2154.562,10000,1,10000,9.89,534.6668082,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009998285,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
122,2022 Jaguar XF P300 AWD,2022,Conv,0.301357072,2.560935201,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,220.727,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010879985,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
123,2022 Ford Explorer RWD,2022,Conv,0.352062481,3.024409112,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,223.7099616,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.006254067,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
124,2022 Ram 1500 2WD,2022,Conv,0.383092752,3.450993098,0,-0.53,0.59,2.6,0,2494.756,10000,1,10000,9.89,294.67,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.0076661,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
125,2022 Volvo XC60 B5 AWD,2022,Conv,0.363536514,2.682139474,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,184.1878684,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.010379413,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
126,2022 Ford Bronco Raptor 4WD,2022,Conv,0.558123748,3.65634172,0,-0.53,0.59,2.6,0,2721.552,10000,1,10000,9.89,312.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009000367,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
127,2022 Ram 1500 Classic 2WD,2022,Conv,0.382083221,3.361430696,0,-0.53,0.59,2.6,0,2381.358,10000,1,10000,9.89,227.438,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.008112459,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
128,2022 Lexus RX 350 L,2022,Conv,0.420585717,2.753215784,0,-0.53,0.59,2.6,0,2041.164,10000,1,10000,9.89,216.2529629,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007483424,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
129,2022 Lexus IS 500,2022,Conv,0.362787078,2.33809855,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,310.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011877059,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
130,2022 Land Rover Range Rover LWB SVA,2022,Conv,0.402972806,3.147927575,0,-0.53,0.59,2.6,0,2948.348,10000,1,10000,9.89,415.522,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.009635979,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
131,2022 Volkswagen Arteon 4motion,2022,Conv,0.36518212,2.295631538,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,223.0,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.00985054,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
132,2022 Volkswagen GLI,2022,Conv,0.351161682,2.248009698,0,-0.53,0.59,2.6,0,1644.271,10000,1,10000,9.89,170.0195708,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.007475656,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
133,2022 Porsche 911 Turbo S Cabriolet,2022,Conv,0.449705566,2.107101915,0,-0.53,0.59,2.6,0,1927.766,10000,1,10000,9.89,477.44,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.013982678,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
134,2022 Hyundai Elantra N,2022,Conv,0.373880655,2.196192704,0,-0.53,0.59,2.6,0,1587.572,10000,1,10000,9.89,109.662,,SI,6,0,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",0,4,False,0.833,0.0,0.0,0.0,8,0,0.97,110,-0.6811,0.815,4,0.011053515,0.336,0.7,0,1,0,0,60,0.2,0,60,50,1,0.86,0.75,False,0,0.98,1.4,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.12, 0.16, 0.21, 0.29, 0.35, 0.42, 0.75, 0.92, 0.93, 0.93, 0.92]"
